tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1973-583,Manchester,Grass,64,A,19730604,299,100090,,,Dick Crealy,R,191,AUS,28.7,100011,,,Torben Ulrich,L,180,DEN,44.6,6-4 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1969-389,Denver,Hard,6,A,19691017,282,100126,,,Stan Smith,R,193,USA,22.8,100035,,,Ion Tiriac,R,185,ROU,30.4,6-2,3,RR,,,,,,,,,,,,,,,,,,,,,,,
1973-419,Indianapolis,Clay,64,A,19730813,14,100301,,,Jim Delaney,R,,USA,20.4,100193,,,Wanaro N'Godrella,R,,FRA,23.8,6-4 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1989-610,Dallas WCT,Carpet,8,A,19890228,7,100581,1,,John McEnroe,L,180,USA,30.0,100763,,,Brad Gilbert,R,185,USA,27.5,6-3 6-3 7-6,5,F,,,,,,,,,,,,,,,,,,,,6,,16,
1977-350,Nottingham,Grass,64,A,19770606,299,100252,,,Tim Gullikson,R,180,USA,25.7,100255,,,Roscoe Tanner,L,183,USA,25.6,6-4 3-6 13-11,3,SF,,,,,,,,,,,,,,,,,,,,,,8,
2007-402,Memphis,Hard,32,A,20070219,10,104864,,WC,Alex Kuznetsov,R,183,USA,20.0,103240,,Q,Kevin Kim,R,180,USA,28.5,6-2 2-6 6-4,3,R32,93,11,3,83,47,35,17,13,7,10,10,6,83,45,35,15,13,2,6,174,237,125,359
1987-410,Monte Carlo,Clay,48,A,19870420,22,101109,14,,Tarik Benhabiles,R,175,FRA,22.2,101086,,,Ronald Agenor,R,180,USA,22.4,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,30,,60,
1987-425,Barcelona,Clay,56,A,19870921,39,101086,16,,Ronald Agenor,R,180,USA,22.8,101048,,Q,Francisco Maciel,R,185,MEX,23.2,7-6 2-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,45,,208,
1991-309,Madrid,Clay,32,A,19910429,20,101686,6,,Franco Davin,L,173,ARG,21.2,101062,,,Mats Wilander,R,183,SWE,26.6,6-3 2-6 6-0,3,R16,100,0,2,65,52,33,6,11,5,8,2,3,80,44,24,15,12,6,12,51,597,58,543
2003-540,Wimbledon,Grass,128,G,20030623,9,103387,12,,Paradorn Srichaphan,R,185,THA,24.0,103103,,,Dominik Hrbaty,R,183,SVK,25.4,6-3 6-4 4-6 3-6 6-3,5,R128,158,10,7,136,78,64,32,24,4,7,7,5,139,86,64,27,23,5,9,11,1760,66,635
1994-506,Buenos Aires,Clay,32,A,19941107,13,102167,,Q,Juan Albert Viloca Puig,R,185,ESP,21.8,102148,7,,Fabrice Santoro,R,178,FRA,21.9,6-4 4-6 7-5,3,R32,133,2,4,92,55,40,15,16,6,11,6,11,109,64,43,16,16,9,15,196,209,45,814
1982-402,Memphis,Carpet,64,A,19820208,295,100428,3,,Gene Mayer,R,183,USA,25.8,100529,,,Kevin Curren,R,185,USA,23.9,7-5 6-1,3,QF,,,,,,,,,,,,,,,,,,,,8,,42,
1999-327,Toulouse,Hard,32,A,19990927,19,101320,,,Magnus Gustafsson,R,185,SWE,32.7,101647,,,Byron Black,R,175,ZIM,29.9,6-4 6-2,3,R16,61,6,2,50,29,26,12,9,3,3,1,1,54,40,26,4,9,3,6,70,663,79,601
2021-540,Wimbledon,Grass,128,G,20210628,155,105023,,,Sam Querrey,R,198,USA,33.7,105807,11,,Pablo Carreno Busta,R,188,ESP,29.9,7-6(6) 6-4 7-5,5,R128,115,22,9,98,62,56,17,17,2,3,4,1,100,65,49,18,18,2,5,54,1183,13,2905
1988-330,Tel Aviv,Hard,32,A,19881010,8,101123,,,Alexander Mronz,R,188,GER,23.5,101050,6,,Martin Laurendeau,R,190,CAN,24.2,7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,250,,90,
1979-560,US Open,Hard,128,G,19790828,223,100529,,,Kevin Curren,R,185,USA,21.4,100214,15,,Adriano Panatta,R,183,ITA,29.1,6-3 7-5 7-6,5,R128,,,,,,,,,,,,,,,,,,,,,,18,
1993-414,Hamburg Masters,Clay,56,M,19930503,39,101463,,,Bernd Karbacher,R,185,GER,25.0,101377,,,Christian Bergstrom,R,180,SWE,25.7,7-6(2) 6-3,3,R32,92,1,3,70,40,27,18,10,4,5,0,2,71,45,28,13,11,5,8,76,553,52,674
1999-403,Miami Masters,Hard,96,M,19990315,46,102521,,,Hendrik Dreekmann,R,188,GER,24.1,101965,21,,Wayne Ferreira,R,185,RSA,27.4,6-4 6-4,3,R64,76,5,1,59,31,25,17,10,3,4,1,4,64,31,23,15,10,2,5,102,494,23,1234
1988-580,Australian Open,Hard,128,G,19880111,14,100972,,,Todd Witsken,R,183,USA,24.1,101412,,Q,Shuzo Matsuoka,R,185,JPN,20.1,5-7 7-5 6-3 6-2,5,R128,,,,,,,,,,,,,,,,,,,,153,,264,
2011-520,Roland Garros,Clay,128,G,20110522,110,103656,,,Albert Montanes,R,175,ESP,30.4,104022,12,,Mikhail Youzhny,R,183,RUS,28.9,6-1 7-6(0) 6-1,5,R32,138,5,3,99,51,34,30,14,9,11,2,6,79,45,25,13,12,1,7,38,1110,13,2010
1977-402,Memphis,Carpet,64,A,19770228,35,100144,,,Bob Lutz,R,180,USA,29.5,100339,,,Victor Amaya,L,201,USA,22.6,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,21,,74,
1991-404,Indian Wells Masters,Hard,56,M,19910304,1,101073,,,Martin Jaite,R,178,ARG,26.3,101609,,,David Wheaton,R,193,USA,21.7,7-5 5-7 6-4,3,R64,139,11,2,97,47,36,24,17,1,5,12,2,104,62,42,19,17,3,8,42,705,45,688
2020-M024,Cincinnati Masters,Hard,64,M,20200824,291,106421,3,,Daniil Medvedev,R,198,RUS,24.5,105379,,Q,Aljaz Bedene,R,181,SLO,31.1,6-3 6-3,3,R16,68,6,0,46,27,24,13,9,0,0,6,1,49,35,25,3,9,1,4,5,5890,61,850
1968-2029,Dublin,Grass,32,A,19680708,271,126914,,,Louis Pretorius,R,,RSA,,209536,,,Maurice Pollock,U,,IRL,,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1983-329,Tokyo Outdoor,Hard,64,A,19831017,275,100763,11,,Brad Gilbert,R,185,USA,22.1,100663,,,Marcel Freeman,R,173,USA,23.5,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,77,,,
2007-308,Munich,Clay,32,A,20070430,4,103813,5,,Jarkko Nieminen,L,185,FIN,25.7,102783,,WC,Rainer Schuettler,R,180,GER,31.0,6-4 6-4,3,R32,96,5,1,63,45,31,8,10,4,6,3,3,67,42,25,12,10,9,13,21,1235,139,323
1968-T112,Cannes,,,A,19680318,163,109815,,,Stanley Matthews,R,,GBR,22.3,108342,,,Tadeusz Nowicki,R,,POL,21.6,3-6 6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1970-422,Cincinnati,Clay,64,M,19700720,23,100094,,,Jim Osborne,R,185,USA,25.4,100110,,,Terry Addison,R,180,AUS,24.5,5-7 9-7 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1996-416,Rome Masters,Clay,64,M,19960513,19,102845,,,Carlos Moya,R,190,ESP,19.7,101063,,,Jordi Arrese,R,175,ESP,31.7,6-2 4-6 6-4,3,R64,116,1,1,82,69,42,6,14,3,8,1,0,111,98,49,7,14,13,20,22,1163,90,535
2005-325,Palermo,Clay,32,A,20050926,3,103305,,Q,Daniel Elsner,R,183,GER,26.7,104926,,Q,Fabio Fognini,R,178,ITA,18.3,4-6 6-3 7-5,3,R32,136,1,4,101,57,38,27,16,7,10,2,6,97,67,43,15,15,5,9,339,94,355,87
1973-724,Hilton Head,Clay,16,A,19730312,286,100058,,,Roger Taylor,L,183,GBR,31.4,100091,,,Colin Dibley,R,188,AUS,28.4,6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2024-0404,Indian Wells Masters,Hard,128,M,20240304,264,209950,,,Arthur Fils,R,185,FRA,19.7,200221,23,,Alejandro Davidovich Fokina,R,183,ESP,24.7,6-3 6-4,3,R64,77,9,2,52,27,24,18,10,0,0,6,3,59,32,27,11,9,5,7,43,1078,23,1595
2006-D005,Davis Cup WG R1: GER vs FRA,Hard,4,D,20060210,5,103163,,,Tommy Haas,R,188,GER,27.8,103566,,,Michael Llodra,L,190,FRA,25.7,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,29,1040,141,301
1974-425,Barcelona,Clay,64,A,19741014,54,100119,4,,Ilie Nastase,R,183,ROU,28.2,100325,,Q,Ulrich Pinner,R,178,GER,20.6,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,9,,174,
1985-303,Buenos Aires,Clay,32,A,19850225,2,100292,,,Alvaro Fillol,R,178,CHI,32.2,107147,,Q,Guillermo Minutella,R,,ARG,20.6,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,244,,387,
2021-0496,Marseille,Hard,32,A,20210308,275,104542,,,Jo-Wilfried Tsonga,R,188,FRA,35.8,103852,,,Feliciano Lopez,L,188,ESP,39.4,3-6 6-4 7-5,3,R32,127,19,5,108,57,43,27,16,7,9,13,2,77,48,40,17,15,2,4,66,1015,61,1078
2015-319,Kitzbuhel,Clay,28,A,20150803,18,103908,,Q,Paul Henri Mathieu,R,185,FRA,33.5,105373,4,,Martin Klizan,L,190,SVK,26.0,6-3 7-5,3,R16,,2,5,69,38,26,17,11,4,6,8,0,60,35,21,12,10,4,8,109,492,34,1100
1978-310,Florence,Clay,32,A,19780521,30,100555,,,Jose Luis Clerc,R,185,ARG,19.7,100244,3,,John Alexander,R,190,AUS,26.8,3-6 6-3 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,,20,
1968-9338,Catania,Clay,32,A,19680408,291,110180,,,Gaetano Di Maso,R,,ITA,23.0,117308,,,Eduardo Zuleta,R,,ECU,32.3,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1976-303,Buenos Aires,Clay,32,A,19761122,17,100282,1,,Guillermo Vilas,L,180,ARG,24.2,100038,,,Jaime Pinto Bravo,R,178,CHI,37.1,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2016-0301,Auckland,Hard,32,A,20160111,290,106058,,,Jack Sock,R,185,USA,23.2,105577,,,Vasek Pospisil,R,193,CAN,25.5,6-2 6-4,3,R16,75,8,3,51,27,25,13,9,1,1,7,4,71,42,26,15,9,7,10,26,1465,39,1075
1980-720,Surbiton,Grass,32,A,19800616,23,100272,,,Sandy Mayer,R,178,USA,28.1,100203,5,,Phil Dent,R,183,AUS,30.3,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,35,
1993-747,Beijing,Carpet,32,A,19931018,11,102158,,,Patrick Rafter,R,185,AUS,20.8,101398,,,Neil Borwick,L,193,AUS,26.0,2-6 6-4 6-3,3,R32,119,5,1,89,61,40,16,14,3,6,6,3,97,61,42,17,13,6,9,69,584,104,441
2004-337,Vienna,Hard,32,A,20041011,20,104068,,,Robby Ginepri,R,183,USA,22.0,103387,5,,Paradorn Srichaphan,R,185,THA,25.3,6-2 6-1,3,R16,60,5,1,52,33,24,11,7,6,6,5,9,58,26,15,12,8,4,9,57,650,25,1220
2016-M007,Miami Masters,Hard,128,M,20160321,300,104925,1,,Novak Djokovic,R,188,SRB,28.8,105453,6,,Kei Nishikori,R,178,JPN,26.2,6-3 6-3,3,F,86,0,2,43,28,22,9,9,0,2,0,5,66,34,18,14,9,4,9,1,16540,6,4070
2012-338,Sydney,Hard,28,A,20120109,6,104678,5,,Viktor Troicki,R,193,SRB,25.9,103720,,WC,Lleyton Hewitt,R,180,AUS,30.8,4-6 6-3 6-2,3,R32,124,13,0,86,55,41,13,14,4,7,3,7,93,47,28,23,13,8,13,21,1655,182,265
1969-355,Salisbury,Hard,64,A,19690210,286,100011,,,Torben Ulrich,L,180,DEN,40.3,100094,,,Jim Osborne,R,185,USA,24.0,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1998-315,Newport,Grass,32,A,19980706,9,102401,6,,Scott Draper,L,178,AUS,24.0,102629,,,Oscar Burrieza,R,170,ESP,22.9,6-3 7-5,3,R32,68,9,4,62,40,34,11,11,4,5,1,10,66,33,24,15,10,6,9,68,695,149,324
2014-533,Sao Paulo,Clay,28,A,20140224,6,104297,,Q,Rogerio Dutra Silva,R,178,BRA,30.0,104198,6,,Guillermo Garcia Lopez,R,188,ESP,30.7,1-6 7-5 6-3,3,R32,138,4,2,115,77,48,19,14,12,15,4,5,91,43,30,25,14,5,8,147,367,52,861
1981-560,US Open,Hard,128,G,19810901,295,100284,4,,Jimmy Connors,L,178,USA,28.9,100586,8,,Eliot Teltscher,R,178,USA,22.4,6-3 6-1 6-2,5,QF,,,,,,,,,,,,,,,,,,,,4,,8,
1975-615,Kingston,Carpet,16,A,19750929,300,100376,,,Buster C Mottram,R,193,GBR,20.4,100074,,,Arthur Ashe,R,185,USA,32.2,7-5 5-7 6-1,3,F,,,,,,,,,,,,,,,,,,,,41,,7,
1980-418,Washington,Clay,64,A,19800721,40,100555,8,,Jose Luis Clerc,R,185,ARG,21.9,100402,,,Francisco Gonzalez,R,193,PAR,24.6,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,18,,94,
1994-580,Australian Open,Hard,128,G,19940117,64,101613,,,Malivai Washington,R,180,USA,24.5,101529,2,,Michael Stich,R,193,GER,25.2,7-6(4) 6-3 3-6 6-2,5,R128,,5,1,125,73,55,34,19,5,7,5,1,120,86,60,19,19,3,7,26,1096,2,3445
2023-8998,Adelaide 2,Hard,32,A,20230109,296,105138,4,,Roberto Bautista Agut,R,183,ESP,34.7,200221,7,,Alejandro Davidovich Fokina,R,183,ESP,23.5,6-3 6-2,3,QF,82,6,0,42,32,25,8,8,0,0,2,3,66,35,21,13,9,7,11,26,1545,32,1280
1979-426,Johannesburg,Hard,32,A,19791127,28,100395,2,,Victor Pecci,R,193,PAR,24.1,100403,,,Rolf Gehring,R,185,GER,24.0,6-4 6-1,3,QF,,,,,,,,,,,,,,,,,,,,11,,50,
1976-416,Rome,Clay,64,M,19760524,16,100337,,,Mark Edmondson,R,185,AUS,21.9,100085,,,Hans Joachim Ploetz,R,,GER,32.2,6-1 3-6 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1988-435,Rye Brook,Hard,32,A,19880822,6,100950,,,Libor Pimek,R,196,BEL,25.0,100908,,,Tobias Svantesson,R,193,SWE,25.3,7-5 7-6,3,R32,,,,,,,,,,,,,,,,,,,,159,,118,
1990-420,New Haven,Hard,56,A,19900813,27,101185,,WC,Mark Woodforde,L,188,AUS,24.8,101735,9,,Richard Fromberg,R,196,AUS,20.2,6-1 2-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,127,249,24,867
1977-414,Hamburg,Clay,64,A,19770509,46,100162,,,Brian Fairlie,R,173,NZL,28.9,100289,,,Byron Bertram,R,,RSA,24.5,6-7 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,39,,66,
1969-2030,Haverford,Grass,64,A,19690811,245,100185,,,Patrick Proisy,R,180,FRA,19.9,109749,,,Pancho Guzman,R,,ECU,23.2,6-3 13-11,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2001-418,Washington,Hard,56,A,20010813,5,102369,,,Julien Boutter,R,190,FRA,27.3,102694,,,Lars Burgsmuller,R,183,GER,25.6,6-3 6-7(7) 6-3,3,R64,145,9,8,126,80,59,22,16,13,14,0,3,86,44,30,26,14,3,6,57,670,73,577
1979-414,Hamburg,Clay,64,A,19790514,35,100259,,,Peter Feigl,R,183,AUT,27.4,100395,13,,Victor Pecci,R,193,PAR,23.5,6-3 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,40,,29,
1987-425,Barcelona,Clay,56,A,19870921,19,101439,,,Javier Sanchez,R,178,ESP,19.6,100942,,,Thierry Tulasne,R,178,FRA,24.1,6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,,79,,52,
1991-425,Barcelona,Clay,56,A,19910408,33,101073,,,Martin Jaite,R,178,ARG,26.4,101298,5,,Jonas Svensson,R,188,SWE,24.4,7-5 4-6 6-2,3,R32,133,3,3,91,74,48,8,15,5,9,2,0,94,83,44,7,15,8,14,48,644,10,1398
1970-355,Salisbury,Hard,64,A,19700215,276,100128,,,Cliff Richey,R,175,USA,23.1,100049,,,Jim Mcmanus,L,175,USA,29.4,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2001-560,US Open,Hard,128,G,20010827,47,103344,,,Ivan Ljubicic,R,193,CRO,22.4,210013,,,Martin Damm Sr,R,188,CZE,29.0,7-6(7) 6-3 6-4,5,R128,123,23,1,99,58,45,31,16,4,4,14,5,98,51,40,24,15,5,7,48,749,,
1989-330,Tel Aviv,Hard,32,A,19891016,8,101133,,,Patrick Baur,R,188,GER,24.4,101235,5,,Paul Haarhuis,R,188,NED,23.6,6-2 0-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,177,,75,
2002-418,Washington,Hard,56,A,20020812,9,103171,,,Raemon Sluiter,R,185,NED,24.3,103103,13,,Dominik Hrbaty,R,183,SVK,24.6,6-4 6-2,3,R64,58,6,4,45,19,17,17,9,0,1,3,8,66,33,22,14,9,7,11,83,473,50,732
1993-339,Adelaide,Hard,32,A,19930104,9,101196,,,Derrick Rostagno,R,185,USA,27.1,101723,5,,Magnus Larsson,R,193,SWE,22.7,6-3 6-4,3,R32,64,2,2,61,40,31,11,10,1,2,4,0,45,33,20,8,9,0,3,75,,34,
2001-D073,Davis Cup WG PO: ECU vs GBR,Clay,4,D,20010921,2,102450,,,Tim Henman,R,185,GBR,27.0,102192,,,Luis Adrian Morejon,R,178,ECU,28.4,6-4 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,8,2200,567,30
2016-M020,Brisbane,Hard,32,A,20160104,295,105683,4,,Milos Raonic,R,196,CAN,25.0,106298,,,Lucas Pouille,R,185,FRA,21.8,6-4 6-4,3,QF,76,12,4,52,29,27,12,10,0,1,6,4,73,43,33,9,10,5,8,14,2170,78,672
1998-337,Vienna,Carpet,32,A,19981012,11,102035,,,Jonas Bjorkman,R,183,SWE,26.5,102184,,Q,David Prinosil,R,185,GER,25.5,6-4 7-6(1),3,R32,93,3,1,75,44,34,18,11,3,4,2,5,75,31,24,23,11,4,6,12,2101,62,716
1974-583,Manchester,Grass,16,A,19740603,249,109775,,,Robert Wilson,R,,GBR,38.5,209843,,,P Finn,U,,,,6-2 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2019-0717,Houston,Clay,32,A,20190408,277,105023,8,,Sam Querrey,R,198,USA,31.5,106216,,WC,Bjorn Fratangelo,R,183,USA,25.7,6-3 6-4,3,R32,66,13,4,49,29,26,11,10,0,1,3,6,62,33,21,14,9,4,7,71,735,127,450
1974-429,Stockholm,Hard,64,A,19741104,55,100309,,,Raul Ramirez,R,183,MEX,21.3,100098,,,Ove Bengtson,R,196,SWE,29.5,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,21,,73,
1995-580,Australian Open,Hard,128,G,19950116,95,102257,,,Greg Rusedski,L,193,GBR,21.3,101900,,,Nicklas Kulti,R,190,SWE,23.7,7-6(3) 4-6 2-6 6-3,5,R64,172,18,15,177,95,80,29,23,4,8,4,2,141,85,64,31,24,4,9,103,462,138,345
2016-M-DC-2016-G1-AM-M-BAR-ECU-01,Davis Cup G1 R1: BAR vs ECU,Clay,4,D,20160304,1,105877,,,Emilio Gomez,R,185,ECU,24.2,200618,,,Adam Hornby,,,BAR,20.6,6-0 6-0 6-0,5,RR,78,2,2,55,34,29,10,9,2,2,2,5,53,36,11,4,9,7,16,327,143,,
1969-317,Hilversum,Hard,32,A,19690803,286,100130,,,Vladimir Zednik,R,,CZE,22.5,100009,,,Istvan Gulyas,R,,HUN,37.8,6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1986-305,Nice,Clay,32,A,19860414,2,100800,,,Diego Perez,R,178,URU,24.1,100782,,,Pablo Arraya,R,180,PER,24.4,5-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,72,,61,
2016-M035,Washington,Hard,64,A,20160718,275,104180,14,,Gilles Muller,L,193,LUX,33.1,106415,,,Yoshihito Nishioka,L,170,JPN,20.8,6-4 6-1,3,R32,62,11,1,51,28,24,13,9,0,0,2,2,48,30,20,6,8,2,5,36,1230,93,630
1984-D030,Davis Cup EUR SF: ESP vs IRL,Clay,4,D,19840713,2,101142,,,Emilio Sanchez,R,180,ESP,19.1,100401,,,Sean Sorensen,R,,IRL,28.6,6-3 6-0 6-4,5,RR,,,,,,,,,,,,,,,,,,,,68,,312,
1987-540,Wimbledon,Grass,128,G,19870622,44,101084,,,Jakob Hlasek,R,188,SUI,22.6,100713,,,John Fitzgerald,R,183,AUS,26.4,6-1 6-4 7-6,5,R128,,,,,,,,,,,,,,,,,,,,32,,100,
2005-418,Washington,Hard,48,A,20050801,19,102257,11,,Greg Rusedski,L,193,GBR,31.9,103516,,Q,Nathan Healey,R,180,AUS,25.4,7-6(2) 6-2,3,R32,81,9,4,65,34,30,19,10,2,2,12,3,66,40,31,11,10,5,7,37,913,243,151
2005-403,Miami Masters,Hard,96,M,20050321,84,101736,9,,Andre Agassi,R,180,USA,34.8,103292,7,,Gaston Gaudio,R,175,ARG,26.2,7-6(7) 6-2,3,R16,127,7,2,100,58,40,22,10,13,14,5,1,81,46,31,17,10,8,11,10,1895,8,2150
1988-540,Wimbledon,Grass,128,G,19880620,98,101185,,,Mark Woodforde,L,188,AUS,22.7,101717,,Q,Diego Nargiso,L,188,ITA,18.2,6-3 6-4 6-3,5,R32,,,,,,,,,,,,,,,,,,,,54,,162,
2007-438,Moscow,Hard,32,A,20071008,19,104386,,,Janko Tipsarevic,R,180,SRB,23.2,104918,3,,Andy Murray,R,190,GBR,20.3,6-4 7-5,3,R16,102,6,4,79,41,34,17,11,9,10,7,4,74,38,29,15,11,7,10,68,546,18,1455
2008-301,Auckland,Hard,32,A,20080107,15,104252,,,Florian Mayer,R,190,GER,24.2,105023,,,Sam Querrey,R,198,USA,20.2,7-5 6-3,3,R32,73,3,1,59,35,26,17,10,2,2,7,7,68,36,28,14,11,6,9,56,611,63,588
1989-520,Roland Garros,Clay,128,G,19890529,31,101124,,,Paolo Cane,R,180,ITA,24.1,101320,,,Magnus Gustafsson,R,185,SWE,22.4,3-6 1-6 6-3 6-3 6-3,5,R128,,,,,,,,,,,,,,,,,,,,42,,58,
1987-417,Boston,Clay,56,A,19870706,10,101649,12,,Guillermo Perez Roldan,R,178,ARG,17.7,101063,,,Jordi Arrese,R,175,ESP,22.8,6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,40,,93,
1975-656,Jackson,Carpet,16,A,19750326,10,100048,,,Earl Butch Buchholz,R,188,USA,34.5,100047,,,Bob Carmichael,R,183,AUS,34.7,4-6 7-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,95,
1970-520,Roland Garros,Clay,128,G,19700501,103,100214,,,Adriano Panatta,R,183,ITA,19.8,100130,,,Vladimir Zednik,R,,CZE,23.2,6-4 9-7 3-6 4-3 RET,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1983-615,Dusseldorf,Clay,16,A,19830502,26,100711,,,Pedro Rebolledo,R,170,CHI,22.3,100261,,,Brian Gottfried,R,183,USA,31.2,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,,16,
2003-408,Milan,Carpet,32,A,20030127,30,103280,,,Martin Verkerk,R,196,NED,24.2,103344,,,Ivan Ljubicic,R,193,CRO,23.8,3-6 7-5 7-6(1),3,SF,120,21,3,90,54,43,24,16,1,2,27,8,97,57,51,19,17,1,2,90,439,59,665
1992-605,Tour Finals,Carpet,8,F,19921116,7,101948,,,Pete Sampras,R,185,USA,21.2,101414,,,Boris Becker,R,190,GER,24.9,7-6(5) 7-6(3),3,RR,107,13,1,84,54,49,23,12,1,1,12,6,93,51,48,20,12,1,1,3,2937,7,2129
1973-560,US Open,Grass,128,G,19730829,43,108421,,,Toma Ovici,R,,ROU,24.2,100061,,,Tom Edlefsen,R,188,USA,31.7,6-7 6-3 6-3 2-6 7-6,5,R128,,,,,,,,,,,,,,,,,,,,,,105,
1980-540,Wimbledon,Grass,128,G,19800623,228,100656,10,,Ivan Lendl,R,188,USA,20.2,100060,,,Marty Riessen,R,185,USA,38.5,6-3 4-6 6-2 6-4,5,R128,,,,,,,,,,,,,,,,,,,,11,,48,
1994-520,Roland Garros,Clay,128,G,19940523,43,101463,,,Bernd Karbacher,R,185,GER,26.1,101507,,,Tomas Carbonell,R,178,ESP,25.7,7-5 6-2 3-6 4-6 6-0,5,R128,43,12,5,160,97,72,33,22,4,7,3,2,166,120,81,18,23,16,23,88,486,67,616
1987-403,Key Biscayne,Hard,128,M,19870223,58,101377,,,Christian Bergstrom,R,180,SWE,19.6,101550,,WC,Al Parker,R,188,USA,18.1,6-4 6-2 6-2,5,R128,,,,,,,,,,,,,,,,,,,,124,,875,
1975-657,Hampton,Carpet,32,A,19750311,25,100284,1,,Jimmy Connors,L,178,USA,22.5,100245,,,Jeff Austin,R,,USA,23.6,6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,,1,,108,
1978-715,New Orleans,Carpet,32,A,19780806,27,100162,,,Brian Fairlie,R,173,NZL,30.1,100452,,,Bill Scanlon,R,185,USA,21.7,7-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1973-262,London WCT,Hard,32,A,19730118,11,100114,,,Ray Ruffels,R,,AUS,26.8,100051,,,Premjit Lall,R,,IND,32.2,W/O,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1968-7308,Adelaide,Grass,64,A,19681123,274,100025,,,Barry Phillips Moore,R,173,AUS,31.3,107309,,,Jean Loup Rouyer,R,,FRA,23.3,6-4 6-0 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
2022-560,Us Open,Hard,128,G,20220829,186,202385,,,Jenson Brooksby,R,188,USA,21.8,106432,25,,Borna Coric,R,188,CRO,25.7,6-4 7-6(10) 6-1,5,R64,186,6,4,115,77,56,20,16,14,15,9,6,113,74,46,18,14,8,12,43,1027,29,1360
2023-0416,Rome Masters,Clay,128,M,20230508,244,132283,,,Lorenzo Sonego,R,191,ITA,27.9,106415,25,,Yoshihito Nishioka,L,170,JPN,27.6,7-5 6-3,3,R64,105,5,0,68,43,33,15,11,4,5,1,0,60,36,20,15,10,3,6,48,890,32,1171
1977-425,Barcelona,Clay,64,A,19771017,32,100174,2,,Manuel Orantes,L,178,ESP,28.6,100503,,,Lorenzo Fargas,R,173,ESP,19.9,6-3 6-1,3,R64,,,,,,,,,,,,,,,,,,,,6,,,
1993-560,US Open,Hard,128,G,19930830,41,101334,14,,Alexander Volkov,L,188,RUS,26.4,101890,,,Jonathan Stark,R,188,USA,22.4,1-6 6-3 6-4 6-7(7) 6-3,5,R128,25,10,4,171,96,67,43,24,2,6,15,7,154,102,79,24,23,2,7,15,1420,53,664
